timestamp,accX,accY,accZ,anvX,anvY,anvZ
35500,0.43,-9.87,-1.1,0.05,0.12,0.02
35600,0.34,-9.54,-1.09,0.05,0.17,0
35700,0.14,-9.99,-1.04,0.02,0.12,-0.06
35800,0.27,-9.74,-1.02,0.06,0.14,0.03
35900,0.19,-9.93,-1.34,0.04,0.09,0
36000,0.39,-9.59,-1.24,0.05,0.05,0.03
36100,0.37,-9.84,-1.39,0.04,0.03,0.08
36200,0,-9.72,-0.81,-0.08,0.02,0.01
36300,0.16,-9.68,-0.53,0.13,0.03,-0.07
36400,-0.09,-9.67,-0.2,0.04,0.02,-0.06
36500,0.09,-10.22,-0.61,0.07,0.02,-0.03
36600,-0.35,-10.15,-0.52,0.01,0.02,0.01
36700,-0.02,-9.76,-0.32,-0.01,0.03,0.08
36800,-0.42,-10.05,-0.39,-0.07,0.08,0.02
36900,-0.03,-9.63,-0.86,0.01,-0.06,0.03
37000,-0.38,-9.73,-0.26,-0.02,-0.13,-0.05
37100,-0.37,-10.06,-0.59,0.01,-0.12,-0.01
37200,-0.27,-10.16,-0.61,-0.05,-0.09,0.06
37300,-0.2,-9.84,-0.03,-0.11,-0.02,0.08
37400,-0.06,-9.59,-0.04,-0.08,-0.02,0.06
37500,-0.19,-10.06,-0.93,-0.06,-0.01,-0.04
37600,-0.08,-9.86,-0.8,-0.1,-0.03,-0.02
37700,-0.02,-9.73,-0.69,-0.11,-0.04,-0.08
37800,-0.22,-10.14,-0.74,-0.04,-0.06,0
37900,-0.12,-9.81,-1.23,-0.12,-0.14,0.01
38000,-0.13,-9.81,-0.86,-0.12,-0.08,-0.04
38100,0.19,-9.82,-1.1,-0.13,-0.06,0.01
38200,-0.12,-9.93,-1.19,-0.09,-0.09,-0.02
38300,0.3,-9.76,-1.83,-0.04,-0.14,-0.03
38400,0.11,-9.86,-1.46,-0.08,-0.15,-0.08
38500,0.03,-10.18,-1.41,-0.05,-0.16,-0.03
38600,-0.12,-9.98,-1.49,-0.07,-0.16,0.04
38700,0.1,-9.87,-1.86,-0.07,-0.01,-0.03
38800,0.28,-9.82,-1.51,-0.09,-0.15,0
38900,-0.14,-10.12,-1.57,-0.08,-0.21,-0.03
39000,0.08,-9.71,-1.95,-0.08,-0.07,-0.06
39100,0.05,-9.52,-1.32,-0.06,-0.1,-0.14
39200,-0.17,-10.37,-1.88,-0.01,-0.08,-0.08
39300,0.32,-9.68,-1.48,-0.05,-0.2,-0.03
39400,0.51,-9.64,-1.8,-0.02,-0.22,-0.02
39500,0.05,-9.97,-1.79,-0.01,-0.25,-0.02
39600,0.29,-9.99,-1.85,-0.01,-0.18,-0.04
39700,0.4,-9.75,-1.51,0.01,-0.22,-0.05
39800,0.2,-10.27,-1.54,-0.03,-0.16,-0.04
39900,0.17,-9.86,-1.7,-0.09,-0.15,0.05
40000,0.06,-9.96,-1.57,-0.11,-0.06,0.03
40100,0.47,-9.89,-1.78,-0.06,0.06,0.06
40200,0.28,-9.71,-1.98,-0.08,-0.08,0
40300,0,-9.77,-1.99,-0.05,-0.18,-0.02
40400,0.27,-10.19,-1.7,-0.09,-0.15,0.07
40500,0.23,-9.99,-1.67,0.01,-0.1,0.01
40600,0.41,-9.71,-1.86,-0.06,0.04,-0.02
40700,0.17,-9.97,-1.92,0.01,-0.01,-0.02
40800,0.14,-9.89,-1.66,0.01,-0.04,0.03
40900,0.06,-10.2,-1.86,-0.03,0.07,-0.01
41000,0,-10.34,-1.9,-0.05,0.09,0.02
41100,0.46,-9.87,-1.82,-0.06,0.02,0.06
41200,0.2,-10.12,-1.93,-0.09,0.02,0.09
41300,0.7,-9.66,-1.62,0.02,0.05,-0.01
41400,0.31,-9.8,-1.6,-0.01,0.05,0.01
41500,0.14,-9.82,-1.62,-0.05,0.05,-0.02
41600,0.15,-10.18,-1.64,-0.03,0.02,0.02
41700,0.18,-9.94,-1.75,-0.06,0.04,-0.01
41800,0.02,-9.73,-1.48,-0.05,0.1,0.03
41900,0.19,-10.03,-1.79,-0.06,0.23,0.03
42000,0.52,-9.61,-1.99,-0.02,0.11,0.01
42100,0.02,-9.87,-1.46,-0.03,0.14,-0.01
42200,0.44,-9.82,-1.82,-0.02,0.16,0
42300,0.28,-10.04,-2.19,-0.04,0.14,0.04
42400,0.2,-9.97,-1.89,-0.04,0.11,0
42500,0.24,-9.54,-1.55,-0.02,0.06,0.01
42600,0.04,-9.9,-1.49,-0.02,0.08,0.01
42700,-0.02,-10.12,-1.88,-0.08,0.11,0.05
42800,0.01,-9.85,-1.5,-0.03,0.17,0.07
42900,0.24,-9.52,-1.89,0,0.19,0.02
43000,0.38,-9.92,-2.48,-0.01,0.11,-0.02
43100,-0.09,-9.69,-1.39,-0.02,0.14,0
43200,0.07,-9.98,-1.92,0.07,0.12,-0.04
43300,0.08,-10.39,-1.79,-0.06,0.09,0.02
43400,0.13,-9.86,-1.69,-0.03,0.18,0.06
43500,0.06,-9.91,-1.59,0,0.09,0.05
43600,0.03,-9.78,-1.57,-0.01,0.15,-0.05
