timestamp,accX,accY,accZ,anvX,anvY,anvZ
45200,0.33,-9.93,-1.65,-0.03,0.01,0
45300,0.33,-9.94,-1.56,-0.03,0.01,0
45400,0.35,-9.9,-1.62,-0.03,0.01,0
45500,0.35,-9.95,-1.63,-0.03,0.01,0
45600,0.33,-9.9,-1.59,-0.03,0.01,0
45700,0.28,-9.96,-1.57,-0.03,0.01,0
45800,0.3,-9.9,-1.67,-0.03,0.01,0
45900,0.34,-9.96,-1.61,-0.03,0.01,0
46000,0.32,-9.97,-1.64,-0.03,0.01,0
46100,0.32,-9.93,-1.55,-0.03,0.01,0
46200,0.33,-9.91,-1.63,-0.03,0.01,0
46300,0.31,-9.85,-1.59,-0.03,0.01,0
46400,0.3,-9.87,-1.63,-0.03,0.01,0
46500,0.29,-9.97,-1.64,-0.03,0.01,0
46600,0.32,-9.94,-1.59,-0.03,0.01,0
46700,0.34,-9.94,-1.66,-0.03,0.01,0
46800,0.4,-9.9,-1.7,-0.03,0.01,0
46900,0.35,-9.86,-1.65,-0.03,0.01,0
47000,0.3,-9.92,-1.61,-0.03,0.01,0
47100,0.29,-9.94,-1.65,-0.03,0.01,0
47200,0.33,-9.91,-1.58,-0.03,0.01,0
47300,0.34,-9.94,-1.61,-0.03,0.01,0
47400,0.31,-9.88,-1.7,-0.03,0.01,0
47500,0.43,-9.9,-1.54,-0.03,0.01,0
47600,0.3,-9.99,-1.57,-0.03,0.01,0
47700,0.29,-9.9,-1.66,-0.03,0.01,0
47800,0.36,-9.91,-1.6,-0.03,0.01,0
47900,0.32,-9.9,-1.63,-0.03,0.01,0
48000,0.34,-9.93,-1.64,-0.03,0.01,0
48100,0.34,-9.92,-1.56,-0.03,0.01,0
48200,0.33,-9.9,-1.49,-0.03,0.01,0
48300,0.33,-9.92,-1.66,-0.03,0.01,0.01
48400,0.33,-9.9,-1.6,-0.03,0.01,0
48500,0.34,-9.87,-1.49,-0.03,0.01,0
48600,0.32,-9.92,-1.64,-0.03,0.01,0
48700,0.29,-9.92,-1.68,-0.03,0.01,0
48800,0.35,-9.91,-1.65,-0.03,0.01,0
48900,0.3,-9.93,-1.68,-0.03,0.01,0
49000,0.33,-9.89,-1.57,-0.03,0.01,0
49100,0.29,-9.93,-1.64,-0.03,0.01,0
49200,0.36,-9.92,-1.67,-0.03,0.01,0
49300,0.26,-9.95,-1.59,-0.03,0.01,0
49400,0.29,-9.88,-1.62,-0.03,0.01,0
